IATA_CODE,ENG_AIRPORT_NAME,KOR_AIRPORT_NAME,ENG_CITY_NAME,KOR_CITY_NAME,KOR_COUNTRY_NAME,ENG_COUNTRY_NAME,VIEW_COUNT
FAI,Fairbanks International Airport,페어뱅크스 국제 공항,Fairbanks,페어뱅크스,미국,United States,0
FAO,Faro Airport,파로 공항,Faro,놀이,포르투갈,Portugal,0
FAR,Hector International Airport,헥터 국제 공항,Fargo,파고,미국,United States,0
FAT,Fresno Yosemite International Airport,프레즈노 요세미티 국제 공항,Fresno,프레즈노,미국,United States,0
FAU,Fahud Airport,파후드 공항,Fahud,파후드,오만,Oman,0
FAV,Fakarava Airport,파카라바 공항,Fakarava,파카라바,프랑스령 폴리네시아,French Polynesia,0
FAY,Fayetteville Regional Airport,페이엇빌 리저널 공항,Fayetteville,페이엣빌,미국,United States,0
FAZ,Fasa Airport,파사 공항,Fasa,파사,이란,Iran,0
FBA,Fonte Boa Airport,폰테 보아 공항,Fonte Boa,폰테 보아,브라질,Brazil,0
FBD,Fayzabad Airport,파이자바드 공항,Fayzabad,파이자바드,아프가니스탄,Afghanistan,0
FBE,Francisco Beltrao Airport,프란시스코 벨트랑 공항,Francisco Beltrao,프란시스코 벨트라오,브라질,Brazil,0
FBM,Lubumbashi International Airport,루붐바시 국제공항,Lubumbashi,루붐바시,콩고 민주공화국,"Congo, Democratic Republic of",0
FBS,Friday Harbor Seaplane Base,프라이데이 하버 수상비행기 기지,Friday Harbor,프라이데이 하버,미국,United States,0
FCA,Glacier Park International Airport,글레이셔 파크 국제공항,Kalispell,칼리스펠,미국,United States,0
FCN,Sea AirportCuxhaven/Nordholz,해상 공항쿡스하펜/노르드홀츠,Cuxhaven,쿡스하펜,독일,Germany,0
FCO,Leonardo da Vinci Fiumicino Airport,레오나르도 다빈치 피우미치노 공항,Rome,로마,이탈리아,Italy,0
FDE,Forde Airport Bringeland,브린절랜드 공항,Forde,포르데,노르웨이,Norway,0
FDF,Martinique Aime Cesaire International Airport,마르티니크 에메 세자르 국제 공항,Fort de France,포르 드 프랑스,마르티니크,Martinique,0
FDH,Friedrichshafen Airport,프리드리히스하펜 공항,Friedrichshafen,프리드리히스하펜,독일,Germany,0
FEC,Feira de Santana Airport,페이라 데 산타나 공항,Feira de Santana,페이라 데 산타나,브라질,Brazil,0
FEG,Fergana International Airport,페르가나 국제 공항,Fergana,페르가나,우즈베키스탄,Uzbekistan,0
FEN,Fernando de Noronha Airport,페르난도 데 노로냐 공항,Fernando de Noronha,페르난도 데 노로냐,브라질,Brazil,0
FEZ,Fes Saiss Airport,페스 사이스 공항,Fez,페스,모로코,Morocco,0
FGI,Fagali'i Airport,파갈리 공항,Apia,아피아,사모아,Samoa,0
FGU,Fangatau Airport,팡가타우 공항,Fangatau,팡가타우,프랑스령 폴리네시아,French Polynesia,0
FHU,Sierra Vista Municipal Airport,시에라 비스타 시립공항,Fort Huachuca,포트후아추카,미국,United States,0
FHZ,Fakahina Airport,파카히나 공항,Fakahina,파카히나,프랑스령 폴리네시아,French Polynesia,0
FIE,Fair Isle Airport,페어 아일 공항,Fair Isle,페어 아일,영국,United Kingdom,0
FIH,N'djili Airport,은질리 공항,Kinshasa,킨샤사,콩고 민주공화국,"Congo, Democratic Republic of",0
FIZ,Fitzroy Crossing Airport,피츠로이 크로싱 공항,Fitzroy Crossing,피츠로이 크로싱,오스트레일리아,Australia,0
FJR,Fujairah International Airport,푸자이라 국제 공항,Fujairah,푸자이라,아랍에미레이트,United Arab Emirates,0
FKB,Karlsruhe/Baden Baden Airport,카를스루에/바덴바덴 공항,Karlsruhe,카를스루에,독일,Germany,0
FKI,Bangoka International Airport,방고카 국제 공항,Kisangani,키상가니,콩고 민주공화국,"Congo, Democratic Republic of",0
FKL,Venango Regional Airport,베넹고 지역 공항,Franklin,프랭클린,미국,United States,0
FKQ,Fakfak Torea Airport,팍팍 토레아 공항,Fakfak,팍팍,인도네시아,Indonesia,0
FKS,Fukushima Airport,후쿠시마 공항,Fukushima,후쿠시마,일본,Japan,0
FLA,Gustavo Artunduaga Paredes Airport,구스타보 아르툰두아가 파레데스 공항,Florencia,플로렌시아,콜롬비아,Colombia,0
FLG,Flagstaff Pulliam Airport,플래그스태프 풀리엄 공항,Flagstaff,깃대,미국,United States,0
FLI,Holt Airport,홀트 공항,Flateyri,플라테리,아이슬란드,Iceland,0
FLL,Fort Lauderdale Hollywood International Airport,포트로더데일 할리우드 국제공항,Fort Lauderdale,포트로더데일,미국,United States,0
FLN,HercIlio Luz International Airport,에르실리오 루스 국제 공항,Florianopolis,플로리아노폴리스,브라질,Brazil,0
FLO,Florence Regional Airport,피렌체 공항,Florence,피렌체,미국,United States,0
FLR,Florence Airport Peretola,피렌체 공항 페레톨라,Florence,피렌체,이탈리아,Italy,0
FLS,Flinders Island Airport,플린더스 아일랜드 공항,Flinders Island,플린더스 섬,오스트레일리아,Australia,0
FLW,Flores Airport,플로레스 공항,Flores Island,플로레스 섬,포르투갈,Portugal,0
FLZ,Ferdinand Lumban Tobing Airport,페르디난드 룸반 토빙 공항,Sibolga,시볼가,인도네시아,Indonesia,0
FMA,Formosa International Airport,포르모사 국제공항,Formosa,대만,아르헨티나,Argentina,0
FMI,Kalemie Airport,칼레미 공항,Kalemie,칼레미,콩고 민주공화국,"Congo, Democratic Republic of",0
FMM,Memmingen Airport,메밍겐 공항,Memmingen,메밍겐,독일,Germany,0
FMN,Four Corners Regional Airport,포코너스 공항,Farmington,파밍턴,미국,United States,0
FMO,Mnster Osnabrck Airport,뮌스터 오스나브뤼크 공항,Mnster,뮌스터,독일,Germany,0
FMY,Page Field,페이지 필드,Fort Myers,포트마이어스,미국,United States,0
FNA,Lungi International Airport,룽기 국제공항,Freetown,프리타운,시에라리온,Sierra Leone,0
FNB,Neubrandenburg Airport,노이브란덴부르크 공항,Neubrandenburg,노이브란덴부르크,독일,Germany,0
FNC,Madeira Airport,마데이라 공항,Funchal,푼샬,포르투갈,Portugal,0
FND,Funadhoo Airport,푸나드후 공항,Funadhoo,푸나두,몰디브,Maldives,0
FNE,Fane Airport,페네 공항,Fane,신전,파푸아뉴기니,Papua New Guinea,0
FNI,Nimes Ales Camargue Cevennes Airport,님알레스 카마르그 세벤느 공항,NImes,님,프랑스,France,0
FNJ,Pyongyang Sunan International Airport,평양 순안국제공항,Pyongyang,평양,조선민주주의인민공화국,North Korea,0
FNL,Fort Collins Loveland Municipal Airport,포트콜린스 러브랜드 공항,Fort Collins,포트콜린스,미국,United States,0
FNT,Bishop International Airport,비숍 국제 공항,Flint,부싯돌,미국,United States,0
FOA,Foula Airfield,풀라 비행장,Foula,풀라,영국,United Kingdom,0
FOC,Fuzhou Changle International Airport,푸저우 창러 국제공항,Fuzhou,푸저우,중국,China,0
FOD,Fort Dodge Regional Airport,포트닷지 공항,Fort Dodge,포트닷지,미국,United States,0
FOE,Topeka Regional Airport,토피카 공항,Topeka,토피카,미국,United States,0
FOG,Foggia Airport,포지아 공항,Foggia,포지아,이탈리아,Italy,0
FON,La Fortuna Arenal Airport,라 포르투나 아레날 공항,Fortuna,포르투나,코스타리카,Costa Rica,0
FOR,Pinto Martins Fortaleza International Airport,핀토 마틴스 포르탈레자 국제공항,Fortaleza,포르탈레자,브라질,Brazil,0
FOY,Foya Airport,포야 공항,Foya,포야,라이베리아,Liberia,0
FPO,Grand Bahama International Airport,그랜드 바하마 국제 공항,Freeport,프리포트,바하마,Bahamas,0
FRA,Frankfurt Airport,프랑크푸르트 공항,Frankfurt,프랑크푸르트,독일,Germany,0
FRC,Franca Airport,프랑카 공항,Franca,프랑카,브라질,Brazil,0
FRD,Friday Harbor Airport,프라이데이 하버 공항,Friday Harbor,프라이데이 하버,미국,United States,0
FRE,Fera Airport,페라 공항,Fera Island,페라섬,솔로몬 제도,Solomon Islands,0
FRG,Republic Airport,리퍼블릭 공항,Farmingdale,파밍데일,미국,United States,0
FRL,Forli International Airport,포를리 국제공항,Forli,포를리,이탈리아,Italy,0
FRO,Floro Airport,플로로 공항,Floro,플로로,노르웨이,Norway,0
FRS,Mundo Maya International Airport,문도 마야 국제 공항,Flores,플로레스,과테말라,Guatemala,0
FRU,Manas International Airport,마나스 국제 공항,Bishkek,비슈케크,키르기스스탄,Kyrgyzstan,0
FRW,Francistown Airport,프랜시스타운 공항,Francistown,프랜시스타운,보츠와나,Botswana,0
FSC,Figari Sud Corse Airport,피가리 수드 코르세 공항,Figari,피가리,프랑스,France,0
FSD,Sioux Falls Regional Airport,수폴스 지역공항,Sioux Falls,수폴스,미국,United States,0
FSM,Fort Smith Regional Airport,포트 스미스 공항,Fort Smith,포트스미스,미국,United States,0
FSP,Saint Pierre Airport,생피에르 공항,Saint Pierre,세인트 피에르,생피에르 앤드 미클롱,Saint Pierre and Miquelon,0
FSZ,Shizuoka Airport,시즈오카 공항,Shizuoka,시즈오카,일본,Japan,0
FTA,Futuna Airport,푸투나 공항,Futuna Island,푸투나섬,바누아투,Vanuatu,0
FTE,Comandante Armando Tola International Airport,코만단테 아르만도 톨라 국제공항,El Calafate,엘칼라파테,아르헨티나,Argentina,0
FTI,Fitiuta Airport,피티우타 공항,Fitiuta,피티우타,아메리칸 사모아,American Samoa,0
FTU,Tolanaro Airport,톨라나로 공항,Tolanaro,톨라나로,마다가스카르,Madagascar,0
FTW,Fort Worth Meacham International Airport,포트워스 미컴 국제공항,Fort Worth,포트워스,미국,United States,0
FTY,Fulton County Airport,풀턴 카운티 공항,Atlanta,애틀랜타,미국,United States,0
FUE,Fuerteventura Airport,푸에르테벤투라 공항,Fuerteventura,푸에르테벤투라,스페인,Spain,0
FUG,Fuyang Xiguan Airport,푸양 시관 공항,Fuyang,푸양,중국,China,0
FUJ,Fukue Airport,후쿠에 공항,Fukue,후쿠에,일본,Japan,0
FUK,Fukuoka Airport,후쿠오카 공항,Fukuoka,후쿠오카,일본,Japan,0
FUN,Funafuti International Airport,푸나푸티 국제공항,Funafuti,푸나푸티,투발루,Tuvalu,0
FUO,Foshan Shadi Airport,포산 샤디 공항,Foshan,포산,중국,China,0
FUT,Pointe Vele Airport,포인트 벨레 공항,Futuna Island,푸투나섬,월리스푸투나,Wallis and Futuna,0
FVM,Fuvahmulah Airport,푸바물라 공항,Fuvahmulah,푸바물라,몰디브,Maldives,0
FWA,Fort Wayne International Airport,포트 웨인 국제 공항,Fort Wayne,포트웨인,미국,United States,0
FXE,Fort Lauderdale Executive Airport,포트로더데일 이그제큐티브 공항,Fort Lauderdale,포트로더데일,미국,United States,0
FXO,Cuamba Airport,쿠암바 공항,Cuamba,쿠암바,모잠비크,Mozambique,0
FYJ,Fuyuan Dongji Airport,푸위안 둥지 공항,Fuyuan,푸위안,중국,China,0
FYN,Fuyun Koktokay Airport,푸윈 콕토케이 공항,Fuyun,푸윤,중국,China,0
FYT,Faya Largeau Airport,파야 라조 공항,Faya Largeau,파야 라르고,차드,Chad,0
FYU,Fort Yukon Airport,포트 유콘 공항,Fort Yukon,포트 유콘,미국,United States,0
FYV,Drake Field,드레이크 필드 공항,Fayetteville,페이엣빌,미국,United States,0
FZL,Fuzuli International Airport,푸쭈리 국제공항,Fuzuli,푸줄리,아제르바이잔,Azerbaijan,0
GAC,Gracias Airport,그라시아스 공항,Gracias,그라시아스,온두라스,Honduras,0
GAE,Gabes Matmata International Airport,가베스 마트마타 국제공항,Gabes,가베스,튀니지,Tunisia,0
GAF,Gafsa Ksar International Airport,가프사 크사르 국제공항,Gafsa,가프사,튀니지,Tunisia,0
GAJ,Yamagata Airport,야마가타 공항,Yamagata,야마가타,일본,Japan,0
GAL,Edward G. Pitka Sr. Airport,에드워드 G. 피트카 시니어 공항,Galena,방연광,미국,United States,0
GAM,Gambell Airport,갬벨 공항,Gambell,갬벨,미국,United States,0
GAN,Gan International Airport,간 국제 공항,Gan Island,간아일랜드,몰디브,Maldives,0
GAO,Mariana Grajales Airport,마리아나 그라할레스 공항,Guantanamo,관타나모,쿠바,Cuba,0
GAQ,Gao International Airport,가오 국제공항,Gao,가오,말리,Mali,0
GAS,Garissa Airport,가리사 공항,Garissa,가리사,케냐,Kenya,0
GAU,Lokpriya Gopinath Bordoloi International Airport,록프리야 고피나트 보르돌로이 국제공항,Guwahati,구와하티,인도,India,0
GAX,Gamba Airport,감바 공항,Gamba,감바,가봉,Gabon,0
GAY,Gaya Airport,가야 공항,Gaya,가야,인도,India,0
GBB,Qabala International Airport,카발라 국제 공항,Qabala,카발라,아제르바이잔,Azerbaijan,0
GBD,Great Bend Municipal Airport,그레이트 벤드 공항,Great Bend,그레이트 벤드,미국,United States,0
GBE,Sir Seretse Khama International Airport,세레체 카마 경 국제 공항,Gaborone,가보로네,보츠와나,Botswana,0
GBI,Kalaburagi Airport,칼라부라기 공항,Kalaburagi,칼라부라기,인도,India,0
GBL,South Goulburn Island Airport,사우스 골번 아일랜드 공항,Goulburn Islands,골번 제도,오스트레일리아,Australia,0
GBT,Gorgan Airport,고간 공항,Gorgan,고르건,이란,Iran,0
GBW,Ginbata Airport,긴바타 공항,Ginbata,긴바타,오스트레일리아,Australia,0
GCC,Gillette Campbell County Airport,질레트 캠벨 카운티 공항,Gillette,질레트,미국,United States,0
GCH,Gachsaran Airport,가흐사란 공항,Gachsaran,갓사랑,이란,Iran,0
GCI,Guernsey Airport,건지 공항,The Forest,숲,건지,Guernsey,0
GCJ,Grand Central Airport,그랜드 센트럴 공항,Johannesburg,요하네스버그,남아프리카,South Africa,0
GCK,Garden City Regional Airport,가든 시티 공항,Garden City,가든 시티,미국,United States,0
GCM,Owen Roberts International Airport,오웬 로버츠 국제 공항,Grand Cayman,그랜드케이먼,케이멘제도,Cayman Islands,0
GCN,Grand Canyon National Park Airport,그랜드캐니언 국립공원 공항,Grand Canyon,그랜드 캐니언,미국,United States,0
GCT,Grand Canyon Bar 10 Airport,그랜드 캐니언 바 10 공항,Whitmore,휘트모어,미국,United States,0
GCW,Grand Canyon West Airport,그랜드캐니언 웨스트 공항,Peach Springs,피치 스프링스,미국,United States,0
GDE,Gode Airport,고데 공항,Gode,고데,이디오피아,Ethiopia,0
GDL,Guadalajara International Airport,과달라하라 국제공항,Guadalajara,과달라하라,멕시코,Mexico,0
GDN,Gdansk Lech WaLesa Airport,그단스크 레흐 바웬사 공항,Gdansk,그단스크,폴란드,Poland,0
GDO,Guasdualito Airport,과스두알리토 공항,Guasdualito,과스두알리토,베네수엘라,Venezuela,0
GDQ,Gondar Airport,곤다르 공항,Gondar,곤다르,이디오피아,Ethiopia,0
GDT,JAGS McCartney International Airport,JAGS 매카트니 국제공항,Grand Turk Island,그랜드 터크 섬,터크스케이커스 제도,Turks and Caicos Islands,0
GDV,Dawson Community Airport,도슨 커뮤니티 공항,Glendive,글렌다이브,미국,United States,0
GDX,Sokol Airport,소콜 공항,Magadan,마가단,러시아,Russia,0
GDZ,Gelendzhik Airport,겔렌지크 공항,Gelendzhik,겔렌지크,러시아,Russia,0
GEA,Noumea Magenta Airport,누메아 마젠타 공항,Noumea,누메아,뉴칼레도니아,New Caledonia,0
GEG,Spokane International Airport,스포캔 국제 공항,Spokane,스포케인,미국,United States,0
GEL,Sepe Tiaraju Airport,세페 티아라주 공항,Santo angelo,산토 안젤로,브라질,Brazil,0
GEM,President Obiang Nguema International Airport,프레지던트 오비앙 응게마 국제공항,Mengomeyen,멘고메엔,적도 기니,Equatorial Guinea,0
GEO,Cheddi Jagan International Airport,체디 자간 국제 공항,Georgetown,조지타운,가이아나,Guyana,0
GER,Rafael Cabrera Mustelier Airport,라파엘 카브레라 무스텔리에 공항,Nueva Gerona,누에바 헤로나,쿠바,Cuba,0
GES,General Santos International Airport,제너럴 산토스 국제공항,General Santos,제너럴 산토스,필리핀,Philippines,0
GET,Geraldton Airport,제럴턴 공항,Geraldton,제랄튼,오스트레일리아,Australia,0
GEV,GAllivare Airport,옐리바레 공항,GAllivare,갈리바레,스웨덴,Sweden,0
GFF,Griffith Airport,그리피스 공항,Griffith,그리피스,오스트레일리아,Australia,0
GFK,Grand Forks International Airport,그랜드 폭스 국제 공항,Grand Forks,그랜드포크스,미국,United States,0
GFN,Clarence Valley Regional Airport,클래런스 밸리 공항,Grafton,그래프턴,오스트레일리아,Australia,0
GGG,East Texas Regional Airport,이스트 텍사스 공항,Longview,롱뷰,미국,United States,0
GGM,Kakamega Airport,카카메가 공항,Kakamega,카카메가,케냐,Kenya,0
GGR,Garowe International Airport,가로웨 국제공항,Garowe,가로웨,소말리아,Somalia,0
GGT,Exuma International Airport,엑수마 국제 공항,GeorgeTown,조지타운,바하마,Bahamas,0
GGW,Glasgow Airport,글래스고 공항,Glasgow,글래스고,미국,United States,0
GHA,Noumerat Moufdi Zakaria Airport,누메라트 무프디 자카리아 공항,Ghardaia,가르다이아,알제리,Algeria,0
GHB,Governor's Harbour Airport,거버너스하버 공항,Governor's Harbour,주지사 항구,바하마,Bahamas,0
GHC,Great Harbour Cay Airport,그레이트 하버 케이 공항,Great Harbour Cay,그레이트 하버 케이,바하마,Bahamas,0
GHE,Garachine Airport,가라치네 공항,Garachine,가라친,파나마,Panama,0
GHS,West Kutai Melalan Airport,웨스트 쿠타이 멜라란 공항,Melak,멜락,인도네시아,Indonesia,0
GHT,Ghat Airport,가트 공항,Ghat,산길,리비아,Libya,0
GHV,Brasov Ghimbav International Airport,브라쇼브 김바브 국제공항,Brasov,브라쇼브,루마니아,Romania,0
GIB,Gibraltar International Airport,지브롤터 국제공항,Gibraltar,지브롤터,지브롤터,Gibraltar,0
GIC,Boigu Island Airport,보이구 아일랜드 공항,Boigu Island,보이구섬,오스트레일리아,Australia,0
GIG,Rio de Janeiro Galeao International Airport,리우데자네이루 갈레앙 국제공항,Rio de Janeiro,리우데자네이루,브라질,Brazil,0
GIL,Gilgit Airport,길기트 공항,Gilgit,길기트,파키스탄,Pakistan,0
GIS,Gisborne Airport,기즈번 공항,Gisborne,기즈번,뉴질랜드,New Zealand,0
GIT,Geita Airport,게이타 공항,Geita,게이타,탄자니아,Tanzania,0
GIU,Sigiriya Airport,시기리야 공항,Sigiriya,시기리야,스리랑카,Sri Lanka,0
GIZ,Jizan Regional Airport,지잔 지역공항,Jizan,지잔,사우디아라비아,Saudi Arabia,0
GJA,Guanaja Airport,과나하 공항,Guanaja,과나하,온두라스,Honduras,0
GJL,Jijel Ferhat Abbas Airport,지젤 퍼헷 하버스 공항,Jijel,지젤,알제리,Algeria,0
GJR,Gjgur Airport,요구르 공항,Gjgur,그구르,아이슬란드,Iceland,0
GJT,Grand Junction Regional Airport,워커 필드 공항,Grand Junction,그랜드 정션,미국,United States,0
GKA,Goroka Airport,고로카 공항,Goroka,고로카,파푸아뉴기니,Papua New Guinea,0
GKK,Kooddoo Airport,쿠두 공항,Kooddoo,쿠두,몰디브,Maldives,0
GLA,Glasgow Airport,글래스고 공항,Glasgow,글래스고,영국,United Kingdom,0
GLF,Golfito Airport,골피토 공항,Golfito,골피토,코스타리카,Costa Rica,0
GLH,Mid Delta Regional Airport,미드델타 공항,Greenville,그린빌,미국,United States,0
GLK,Abdullahi Yusuf International Airport,압둘라히 유수프 국제공항,Galkayo,갈카요,소말리아,Somalia,0
GLN,Guelmim Airport,겔밈 공항,Guelmim,굴밈,모로코,Morocco,0
GLO,Gloucestershire Airport,글로스터셔 공항,Gloucester,글로스터,영국,United Kingdom,0
GLT,Gladstone Airport,글래드스톤 공항,Gladstone,글래드스턴,오스트레일리아,Australia,0
GLU,Gelephu Airport,겔레푸 공항,Gelephu,겔레푸,부탄,Bhutan,0
GLV,Golovin Airport,골로빈 공항,Golovin,골로빈,미국,United States,0
GLX,Gamar Malamo Airport,가마르 말라모 공항,Galela,갈렐라,인도네시아,Indonesia,0
GMA,Gemena Airport,게메나 공항,Gemena,게메나,콩고 민주공화국,"Congo, Democratic Republic of",0
GMB,Gambela Airport,감벨라 공항,Gambela,감벨라,이디오피아,Ethiopia,0
GMD,Ben Slimane Airport,벤슬리만 공항,Ben Slimane,벤 슬리먼,모로코,Morocco,0
GME,Gomel Airport,고멜 공항,Gomel,고멜,벨라루시,Belarus,0
GMO,Gombe Lawanti International Airport,곰베 라완티 국제공항,Gombe,곰베,나이지리아,Nigeria,0
GMP,Gimpo International Airport,김포국제공항,Seoul,서울,대한민국,South Korea,0
GMQ,Golog Maqin Airport,골로그 마친 공항,Golog,골로그,중국,China,0
GMR,Totegegie Airport,톳트제리 공항,Totegegie,토테게기,프랑스령 폴리네시아,French Polynesia,0
GMZ,La Gomera Airport,라 고메라 공항,La Gomera,라 고메라,스페인,Spain,0
GNA,Grodno Airport,그로드노 공항,Grodno,그로드노,벨라루시,Belarus,0
GNB,Grenoble Isere Airport,그르노블 이세르 공항,Grenoble,그르노블,프랑스,France,0
GND,Maurice Bishop International Airport,모리스 비숍 국제 공항,Grenada,그레나다,그라나다,Grenada,0
GNI,Lyudao Airport,류다오 공항,Lyudao,녹도,대만,Taiwan,0
GNJ,Ganja International Airport,간자 국제 공항,Ganja,간자,아제르바이잔,Azerbaijan,0
GNM,Guanambi Airport,구아남비 공항,Guanambi,구아남비,브라질,Brazil,0
GNS,Binaka Airport,비나카 공항,Gunungsitoli,구눙시톨리,인도네시아,Indonesia,0
GNU,Goodnews Airport,굿뉴스 공항,Goodnews Bay,굿뉴스 베이,미국,United States,0
GNV,Gainesville Regional Airport,게인즈빌 공항,Gainesville,게인즈빌,미국,United States,0
GNY,Sanliurfa GAP Airport,산리우르파 GAP 공항,Sanliurfa,산리우르파,터키,Turkey,0
GOA,Genoa Cristoforo Colombo Airport,제노아 크리스토포로 콜롬보 공항,Genoa,제노바,이탈리아,Italy,0
GOB,Robe Airport,로브 공항,Goba,고바,이디오피아,Ethiopia,0
GOH,Nuuk Airport,누크 공항,Nuuk,누크,그린란드,Greenland,0
GOI,Dabolim Airport,다보림 공항,Goa,고아,인도,India,0
GOJ,Nizhny Novgorod International Airport,니즈니 노브고로드 국제공항,Nizhny Novgorod,니즈니 노브고로드,러시아,Russia,0
GOM,Goma International Airport,고마 국제 공항,Goma,고마,콩고 민주공화국,"Congo, Democratic Republic of",0
GOP,Gorakhpur Airport,고락푸르 공항,Gorakhpur,고락푸르,인도,India,0
GOQ,Golmud Airport,골무드 공항,Golmud,거무드,중국,China,0
GOT,Gteborg Landvetter Airport,예테보리 란드베테르 공항,Gothenburg,예테보리,스웨덴,Sweden,0
GOU,Garoua International Airport,가루아 국제 공항,Garoua,가루아,카메룬,Cameroon,0
GOV,Gove Airport,고브 공항,Nhulunbuy,눌룬바이,오스트레일리아,Australia,0
GOX,Manohar International Airport,마노하르 국제 공항,Mopa,모파,인도,India,0
GOZ,Gorna Oryahovitsa Airport,고르나 오리야호비차 공항,Gorna Oryahovitsa,고르나 오리아호비차,불가리아,Bulgaria,0
GPA,Araxos Airport,아락소스 공항,Patras,파트라스,그리스,Greece,0
GPB,Tancredo Thomas de Faria Airport,탄크레도 토마스 데 파리아 공항,Guarapuava,구아라푸아바,브라질,Brazil,0
GPD,Mount Gordon Airport,마운트 고든 공항,Mount Gordon Mine,마운트 고든 광산,오스트레일리아,Australia,0
GPI,Guapi Airport,구아피 공항,Guapi,구아피,콜롬비아,Colombia,0
GPN,Garden Point Airport,가든 포인트 공항,GardenPnt,정원Pnt,오스트레일리아,Australia,0
GPO,General Pico Airport,제너럴 피코 공항,General Pico,피코 장군,아르헨티나,Argentina,0
GPS,Seymour Airport,시모어 공항,Baltra Island,발트라 섬,에콰도르,Ecuador,0
GPT,Gulfport Biloxi International Airport,걸프포트 빌럭시 국제공항,Gulfport,걸프포트,미국,United States,0
GRB,Austin Straubel International Airport,오스틴 스트라우벨 국제 공항,Green Bay,그린베이,미국,United States,0
GRD,Greenwood County Airport,그린우드 카운티 공항,Greenwood,그린우드,미국,United States,0
GRF,Gray Army Airfield,회색 육군 비행장,Tacoma,타코마,미국,United States,0
GRI,Central Nebraska Regional Airport,센트럴 네브래스카 공항,Grand Island,그랜드 아일랜드,미국,United States,0
GRJ,George Airport,조지 공항,George,성 조지,남아프리카,South Africa,0
GRK,Killeen Fort Hood Regional Airport,킬린 포트 후드 공항,Killeen,킬린,미국,United States,0
GRN,Gordon Municipal Airport,고든 공항,Gordon,고든,미국,United States,0
GRO,Girona Costa Brava Airport,지로나 코스타 브라바 공항,Girona,지로나,스페인,Spain,0
GRQ,Groningen AirportEelde,흐로닝언 공항Eelde,Groningen,흐로닝언,네덜란드,Netherlands,0
GRR,Gerald R. Ford International Airport,제럴드 R. 포드 국제 공항,Grand Rapids,그랜드래피즈,미국,United States,0
GRS,Grosseto Airport,그로세토 공항,Grosseto,그로세토,이탈리아,Italy,0
GRU,Guarulhos Governador Andre Franco Montoro International Airport,과룰류스 고베르나도르 안드레 프랑코 몬투로 국제공항,Sao Paulo,상파울루,브라질,Brazil,0
GRV,Grozny Airport,그로즈니 공항,Grozny,그로즈니,러시아,Russia,0
GRW,Graciosa Airport,그라시오사 공항,Graciosa,그라시오사,포르투갈,Portugal,0
GRX,Federico GarcIa Lorca Airport,페데리코 가르시아 로르카 공항,Granada,그라나다,스페인,Spain,0
GRY,GrImsey Airport,그림지 공항,GrImsey,GrImsey,아이슬란드,Iceland,0
GRZ,Graz Airport,그라츠 공항,Graz,그라츠,오스트리아,Austria,0
GSA,Long Pasia Airport,롱 파시아 공항,Long Pasia,롱 파시아,말레이시아,Malaysia,0
GSE,Gteborg City Airport,예테보리 공항,Gothenburg,예테보리,스웨덴,Sweden,0
GSM,Dayrestan Airport,Dayrestan 공항(케심 국제공항,Qeshm,케심,이란,Iran,0
GSO,Piedmont Triad International Airport,피드몬트 트라이어드 국제 공항,Greensboro,그린즈버러,미국,United States,0
GSP,Greenville Spartanburg International Airport,그린빌 스파르탄버그 국제공항,Greenville,그린빌,미국,United States,0
GSQ,Sharq Al Owainat Airport,샤르크 알 오와이낫 공항,Sharq Al Owainat,샤르크 알 오와이나트,이집트,Egypt,0
GST,Gustavus Airport,구스타프 공항,Gustavus,구스타프,미국,United States,0
GSV,Saratov Gagarin Airport,사라토프 가가린 공항,Saratov,사라토프,러시아,Russia,0
GTA,Gatokae Aerodrome,가토카에 비행장,Gatokae,가토카에,솔로몬 제도,Solomon Islands,0
GTE,Groote Eylandt Airport,알리앵굴라 공항,Groote Eylandt,그루트 아일런트,오스트레일리아,Australia,0
GTF,Great Falls International Airport,그레이트 폴스 국제 공항,Great Falls,그레이트 폴스,미국,United States,0
GTO,Jalaluddin Airport,잘랄루딘 공항,Gorontalo,고론탈로,인도네시아,Indonesia,0
GTP,Grants Pass Airport,그랜트 패스 공항,Grants Pass,그랜트 패스,미국,United States,0
GTR,Golden Triangle Regional Airport,골든 트라이앵글 공항,Columbus,콜럼버스,미국,United States,0
GTS,The Granites Airport,더 그래니테스 공항,The Granites,화강암,오스트레일리아,Australia,0
GTZ,Kirawira B Airstrip,키라위라 B 활주로,Grumeti,그루메티,탄자니아,Tanzania,0
GUA,La Aurora International Airport,라 아우로라 국제 공항,Guatemala City,과테말라 시티,과테말라,Guatemala,0
GUB,Guerrero Negro Airport,게레로 네그로 공항,Guerrero Negro,게레로 흑인,멕시코,Mexico,0
GUC,Gunnison Crested Butte Regional Airport,거니슨 크레스티드 뷰트 공항,Gunnison,거니슨,미국,United States,0
GUF,Jack Edwards Airport,잭 에드워즈 공항,Gulf Shores,걸프 해안,미국,United States,0
GUM,Antonio B. Won Pat International Airport,안토니오 B. 원 팻 국제공항,Guam,괌,괌,Guam,0
GUR,Gurney Airport,거니 공항,Alotau,알로타우,파푸아뉴기니,Papua New Guinea,0
GUW,Atyrau Airport,아티라우 공항,Atyrau,아티라우,카자흐스탄,Kazakhstan,0
